Date,Region,Energy_Consumption_MWh,Renewable_Energy_Production_MWh,CO2_Emissions_tonnes,Air_Quality_Index,Temperature_C,Wind_Speed_mps,Solar_Radiation_Wm2,Population
2033-09-19,Region_C,102.87,71.05,146.47,440,29.8,3.38,171.24,48211
2041-06-10,Region_D,358.87,146.56,138.7,207,34.1,4.44,287.63,730363
2043-09-16,Region_B,105.41,160.21,115.06,103,4.4,10.3,132.17,548957
2036-11-19,Region_A,147.53,135.91,161.95,395,15.3,14.74,958.85,420815
2031-04-27,Region_D,295.05,158.19,171.63,86,22.3,0.03,94.47,432308
2047-03-20,Region_C,373.11,32.45,127.11,14,0.5,10.16,470.95,511372
2033-01-30,Region_B,415.96,175.81,27.31,373,13.9,4.55,340.03,61274
2037-11-29,Region_C,315.19,167.46,39.44,312,22.2,8.49,561.47,248579
2041-06-11,Region_A,492.82,282.87,83.53,380,14.2,10.46,169.15,928918
2046-04-13,Region_A,233.53,134.49,93.33,62,26.4,12.3,498.09,696826
2048-09-29,Region_C,389.98,54.5,106.01,103,1.3,6.94,627.31,61119
2047-04-21,Region_C,235.36,142.2,190.84,348,25.7,5.61,653.22,52461
2040-12-29,Region_B,129.23,94.23,192.0,304,31.1,5.24,985.38,174083
2032-02-20,Region_D,445.48,138.42,96.79,419,21.4,6.32,123.09,817636
2042-05-06,Region_C,141.88,256.18,61.34,351,-8.8,7.08,341.0,863349
2029-02-03,Region_A,282.2,291.12,92.21,179,1.3,3.43,150.5,744426
2046-11-25,Region_B,53.01,172.65,52.64,449,9.1,9.74,260.36,147281
2048-08-06,Region_B,446.37,240.38,42.92,259,0.9,4.38,403.82,682501
2026-08-12,Region_D,249.95,65.57,118.57,63,26.3,11.0,267.12,998747
2035-11-21,Region_C,372.99,275.19,82.57,270,38.6,4.58,760.49,191607
2027-11-02,Region_B,273.19,252.03,90.47,420,8.2,8.9,260.28,224498
2038-06-09,Region_B,137.35,64.98,111.22,385,35.0,6.62,315.34,896568
2036-09-10,Region_B,390.88,124.24,80.09,268,-1.0,6.86,43.7,917794
2047-01-30,Region_D,220.46,280.68,171.59,309,35.9,10.82,784.6,385532
2040-07-06,Region_D,318.9,123.31,173.15,352,37.3,4.3,266.5,566404
2029-06-12,Region_C,161.38,262.85,30.61,326,7.7,9.89,491.64,536272
2030-01-30,Region_C,223.4,270.83,64.97,334,8.6,8.02,825.59,769017
2032-09-05,Region_A,323.39,201.0,116.53,3,30.5,1.1,586.24,661802
2048-06-22,Region_B,241.26,82.29,166.65,405,15.8,9.08,278.74,30486
2023-11-13,Region_A,145.81,118.87,176.94,63,-4.8,3.41,413.82,345655
2032-09-27,Region_D,309.15,287.82,97.11,140,26.4,2.07,29.5,925063
2037-07-28,Region_A,247.49,111.45,110.37,440,13.4,10.51,987.03,583310
2028-04-15,Region_A,159.89,63.95,68.04,52,15.7,12.8,432.91,665470
2033-11-07,Region_C,285.83,270.39,77.35,103,7.9,14.4,766.95,151381
2029-07-05,Region_B,257.35,71.33,21.76,283,6.5,8.36,921.74,197809
2031-05-13,Region_D,304.06,152.54,78.17,440,37.1,4.59,479.43,403037
2030-06-04,Region_D,458.59,120.25,53.75,453,2.5,11.35,334.48,24817
2040-04-02,Region_D,374.04,149.87,56.52,4,39.7,2.26,533.3,512879
2037-01-30,Region_B,241.07,98.53,71.49,61,13.7,2.09,413.64,212303
2036-10-01,Region_A,364.08,268.56,191.05,31,-6.0,3.56,48.48,225950
2025-01-16,Region_B,241.28,184.73,144.21,215,26.5,3.12,841.84,720483
2026-03-18,Region_C,263.37,276.05,31.04,328,6.8,13.29,80.8,621167
2028-10-03,Region_B,430.75,47.21,118.81,197,18.0,5.39,547.67,570924
2042-11-17,Region_B,494.22,128.13,95.3,457,38.9,7.96,974.67,466446
2046-12-01,Region_B,469.16,252.8,80.55,483,7.4,14.35,347.07,370828
2034-02-14,Region_C,205.64,271.32,40.71,231,19.5,0.61,456.18,950303
2029-04-11,Region_A,199.91,61.56,167.52,118,27.8,14.17,983.62,829511
2044-04-08,Region_D,213.29,263.14,61.97,197,17.7,11.97,973.12,716089
2040-12-09,Region_B,218.57,265.82,183.89,8,-3.9,5.12,62.19,717558
2040-04-02,Region_B,432.65,224.35,107.65,160,11.6,7.7,783.29,830033
2040-01-05,Region_C,190.53,147.38,21.29,34,37.4,14.22,394.48,882875
2026-03-07,Region_B,233.82,199.88,194.01,340,37.9,6.85,522.42,903284
2037-03-29,Region_A,344.19,61.74,183.37,340,17.7,2.54,648.17,888012
2042-02-05,Region_A,217.32,231.27,101.33,105,11.1,2.21,673.72,230820
2027-02-23,Region_B,418.37,126.43,171.18,169,16.4,14.68,383.02,395361
2029-07-17,Region_B,387.57,10.67,182.76,186,19.4,9.2,228.31,526098
2025-03-21,Region_D,450.48,281.68,182.43,489,34.8,1.24,806.36,181178
2026-02-13,Region_C,256.04,263.66,53.05,479,-6.4,6.01,784.46,785401
2049-05-27,Region_A,420.65,92.31,113.73,358,22.8,11.21,42.57,840597
2033-04-25,Region_B,473.22,191.47,127.07,446,-6.1,13.41,860.37,986024
2045-10-10,Region_D,182.41,154.57,175.05,105,34.0,7.8,920.52,177901
2043-06-22,Region_C,284.16,33.86,36.84,91,-2.0,5.41,850.01,822083
2042-08-04,Region_C,132.89,67.26,88.05,28,36.5,10.71,216.58,948356
2041-02-03,Region_D,99.54,136.91,90.45,89,24.7,8.1,0.95,135472
2036-09-02,Region_D,369.72,222.69,118.77,21,23.7,4.74,776.69,282728
2027-05-08,Region_B,348.51,158.55,188.44,304,18.6,0.91,805.18,239074
2023-07-28,Region_C,352.36,265.46,67.98,366,10.1,6.05,891.61,638437
2049-06-20,Region_B,252.9,166.41,170.27,433,30.1,10.63,643.95,472548
2027-08-06,Region_C,424.65,104.43,166.03,243,10.0,2.29,364.43,201180
2031-05-31,Region_D,79.22,131.39,110.13,202,23.9,1.37,571.96,776704
2038-10-08,Region_D,435.94,166.44,33.28,310,28.9,14.54,56.75,605022
2026-08-26,Region_D,288.94,53.29,40.0,286,-9.5,7.31,228.15,106925
2034-01-29,Region_B,166.92,62.57,181.05,257,12.9,9.01,89.74,236161
2045-03-24,Region_A,136.49,256.4,38.73,111,31.0,11.98,744.19,20128
2044-04-17,Region_D,480.18,207.79,89.51,132,29.9,6.69,935.72,93588
2042-03-07,Region_A,351.82,264.69,184.63,337,0.6,6.97,750.92,835224
2025-09-24,Region_C,237.11,114.73,183.79,61,-7.1,13.46,632.09,593207
2026-05-10,Region_A,368.3,81.98,23.42,437,28.7,12.99,518.74,187771
2031-06-25,Region_D,361.54,99.55,171.69,207,6.6,12.76,966.85,479814
2032-01-21,Region_A,484.35,157.64,59.42,220,24.2,6.83,462.71,940218
2045-12-23,Region_D,447.87,281.18,77.71,294,9.7,13.55,355.05,127186
2027-11-18,Region_B,286.09,44.31,54.54,444,27.1,14.5,697.6,644218
2029-12-02,Region_D,430.64,41.53,168.15,121,2.3,0.98,566.64,827128
2044-02-17,Region_B,105.1,237.53,107.16,166,23.9,7.99,407.8,479111
2040-07-16,Region_B,418.73,102.69,91.74,483,36.9,11.17,684.07,697866
2049-01-16,Region_B,473.1,35.79,63.19,123,9.2,4.06,50.09,178420
2023-08-16,Region_B,458.66,35.28,113.38,266,18.3,9.92,892.68,625010
2026-11-11,Region_A,189.6,24.13,181.78,449,11.6,12.61,630.99,437363
2038-06-02,Region_B,402.64,111.96,114.07,475,8.3,9.85,849.98,680084
2039-01-26,Region_B,298.79,99.13,97.0,34,37.2,3.49,288.99,785170
2044-07-30,Region_A,277.66,140.79,188.02,412,8.5,10.58,952.17,39900
2038-09-30,Region_C,135.48,183.55,137.33,181,29.8,8.67,261.95,143812
2026-08-18,Region_B,493.58,201.72,114.7,26,4.1,10.91,105.58,334214
2023-12-14,Region_D,183.05,173.62,171.97,180,33.1,7.32,884.81,134410
2024-11-26,Region_B,427.45,125.01,116.45,164,23.1,8.61,379.2,303223
2029-07-20,Region_C,303.79,296.78,92.33,312,23.8,8.26,17.76,977889
2025-08-07,Region_C,227.74,248.16,99.49,279,7.8,3.11,330.55,930685
2029-05-05,Region_A,294.69,82.57,183.95,275,15.9,4.57,814.08,402424
2033-12-04,Region_B,330.39,25.6,65.6,159,-8.9,10.12,217.22,678492
2032-08-20,Region_C,490.78,21.58,105.97,392,19.0,4.02,575.06,508953
2029-06-14,Region_B,325.61,299.27,181.71,329,-0.4,5.79,495.12,382977
2030-06-28,Region_C,217.05,171.71,154.51,415,17.0,4.2,318.44,293000
2026-11-20,Region_C,442.51,95.12,146.63,116,16.5,14.29,28.07,604717
2028-04-30,Region_B,77.6,44.03,155.75,498,31.1,2.73,804.33,984640
2047-08-24,Region_B,450.46,159.46,143.38,282,6.8,3.5,802.95,657690
2049-05-03,Region_D,393.22,217.95,86.43,184,3.2,6.62,124.6,407417
2031-10-15,Region_A,418.55,83.36,21.55,14,-5.7,7.57,992.41,926036
2025-11-04,Region_A,435.33,285.75,69.91,198,28.3,14.17,445.17,989520
2041-08-19,Region_C,68.47,80.49,107.8,32,-9.6,0.47,220.12,285181
2043-12-17,Region_A,240.05,89.56,136.03,39,8.1,4.94,267.75,416486
2034-09-04,Region_C,206.74,23.18,119.33,29,-5.0,2.03,129.22,917996
2034-09-08,Region_C,406.28,104.21,73.2,52,35.9,9.62,995.92,316251
2030-09-10,Region_A,199.93,92.84,56.71,408,1.6,1.69,722.18,902211
2024-12-07,Region_A,179.32,18.78,81.44,12,8.3,5.77,217.63,551481
2031-09-07,Region_C,467.04,102.1,168.01,431,31.8,3.14,343.79,347330
2034-10-10,Region_B,276.3,198.87,128.06,321,5.1,6.32,307.46,363384
2040-12-03,Region_A,77.54,182.64,173.45,416,0.6,3.59,952.62,39993
2031-05-18,Region_A,269.08,207.69,143.41,233,7.4,11.95,175.0,275321
2031-11-30,Region_C,496.32,18.25,136.11,439,9.6,10.25,586.42,720533
2028-07-01,Region_C,494.3,222.17,63.58,483,5.2,6.76,955.77,888430
2039-01-16,Region_A,218.55,70.13,188.49,434,1.5,7.23,193.17,257861
2039-02-22,Region_B,141.36,150.81,21.72,314,19.6,9.55,146.27,943156
2041-03-31,Region_C,386.53,180.24,185.31,262,28.9,12.6,500.79,820152
2031-03-30,Region_B,256.95,163.02,190.35,465,28.1,5.44,768.96,22677
2045-04-05,Region_A,288.56,96.86,92.07,442,28.6,0.33,448.18,982301
2048-04-27,Region_A,301.74,16.97,38.68,401,1.3,6.43,55.97,480664
2039-11-04,Region_D,414.49,269.82,20.01,52,-1.0,4.8,384.74,999486
2030-08-30,Region_A,273.25,166.86,37.3,186,11.0,0.18,772.36,903832
2034-08-27,Region_B,112.73,64.94,136.63,164,3.8,7.74,86.16,206329
2037-07-22,Region_C,215.27,262.67,98.6,488,-8.7,9.98,105.22,715208
2041-05-13,Region_B,185.64,45.71,188.74,333,-5.8,8.01,746.16,995361
2032-05-15,Region_B,356.07,61.05,148.29,237,30.7,2.24,964.98,893266
2028-11-29,Region_A,408.64,24.95,179.06,403,26.5,12.02,596.58,771466
2040-12-08,Region_A,314.13,251.26,172.65,464,15.9,8.6,584.95,775908
2037-08-19,Region_A,461.23,129.39,40.17,332,23.7,2.16,259.26,906858
2027-04-17,Region_A,471.23,226.64,185.51,357,-3.5,7.1,817.16,527805
2048-02-29,Region_A,276.95,47.18,136.28,195,29.0,11.25,534.76,87192
2037-07-14,Region_B,75.8,87.38,48.44,422,6.7,13.08,272.15,212390
2028-02-06,Region_A,191.4,147.05,131.52,443,7.6,7.02,496.13,332945
2041-11-15,Region_B,114.7,285.74,26.9,3,30.9,6.5,924.68,606988
2042-05-13,Region_B,447.93,203.26,39.28,232,14.7,7.26,838.09,51031
2037-07-22,Region_A,377.01,104.48,189.26,15,28.0,0.1,345.65,601607
2025-12-19,Region_D,300.35,17.43,174.44,231,1.1,8.96,7.27,971235
2023-10-29,Region_B,328.25,49.62,26.9,230,11.3,2.2,753.07,845884
2043-01-27,Region_C,215.66,215.39,111.34,45,11.1,13.93,848.46,212536
2040-03-07,Region_D,180.98,70.71,55.21,57,2.6,12.9,334.87,854517
2039-12-09,Region_C,302.0,102.69,72.83,166,39.4,4.4,141.04,790997
2028-10-12,Region_C,419.57,126.5,64.39,328,37.3,12.3,221.56,990938
2024-12-24,Region_B,217.99,264.82,130.87,155,-8.5,4.68,395.0,307281
2026-07-16,Region_B,167.04,232.42,76.94,108,16.4,3.94,121.07,84419
2047-03-05,Region_A,59.22,105.79,51.45,470,13.9,8.84,243.99,520875
2038-11-25,Region_C,67.22,288.09,136.43,175,15.2,7.15,848.69,658779
2045-02-15,Region_D,277.09,276.39,48.36,345,-6.8,14.15,432.39,203927
2030-08-06,Region_A,420.77,262.8,73.9,295,-6.4,5.3,908.08,851533
2044-12-15,Region_D,112.43,271.27,150.03,222,33.1,10.09,108.3,630178
2037-09-19,Region_C,85.8,39.73,27.62,464,0.3,6.01,198.47,893941
2032-01-28,Region_D,286.24,86.06,55.36,135,5.9,5.01,977.1,626644
2033-04-25,Region_C,86.42,161.99,151.87,270,9.5,2.11,402.44,866849
2028-12-07,Region_A,96.13,213.1,57.96,324,20.8,0.24,115.51,927342
2040-02-24,Region_A,298.6,241.66,181.81,23,-8.0,11.55,730.46,553055
2026-11-21,Region_B,220.6,299.06,195.84,55,25.3,9.0,417.74,501502
2046-04-22,Region_D,145.73,46.2,75.34,378,20.8,0.35,418.13,687245
2047-11-13,Region_A,67.4,88.63,37.7,429,9.4,13.78,626.52,420050
2029-03-12,Region_C,453.01,64.54,141.76,348,19.3,8.49,708.27,349630
2043-04-17,Region_A,427.49,104.28,81.91,116,13.1,2.39,264.78,455460
2035-11-11,Region_D,307.51,198.55,151.0,34,-0.7,3.94,75.77,142618
2028-05-18,Region_C,407.95,35.07,20.02,263,28.9,1.94,879.27,391253
2049-03-12,Region_A,53.68,12.73,177.97,110,-9.2,12.44,376.19,528479
2032-01-04,Region_C,250.02,65.09,67.41,239,33.0,5.5,954.48,614533
2045-11-06,Region_D,387.85,80.8,140.95,49,-6.9,10.94,402.45,901646
2040-09-05,Region_A,346.25,105.69,162.86,83,32.4,1.33,360.12,516891
2023-01-10,Region_C,135.48,80.85,69.75,9,0.8,11.69,434.22,782401
2049-02-07,Region_A,57.77,269.06,158.16,145,8.8,7.39,547.09,875141
2036-09-15,Region_B,410.66,95.85,102.25,196,-9.2,3.0,178.47,874214
2024-03-05,Region_B,160.57,11.36,75.11,303,15.9,1.01,788.91,684916
2037-03-17,Region_B,486.54,23.59,152.28,357,5.8,3.4,313.17,129028
2042-03-11,Region_B,479.25,269.18,49.14,137,24.3,7.22,867.0,393462
2026-02-23,Region_B,173.5,166.58,196.13,138,-6.0,4.71,607.65,250796
2025-04-16,Region_A,482.05,265.55,145.73,288,34.2,9.03,972.36,54075
2039-03-12,Region_D,270.83,190.64,41.28,280,35.5,7.4,959.77,18753
2038-01-12,Region_A,277.98,205.71,24.92,281,33.7,12.87,397.08,624784
2032-03-06,Region_C,147.09,297.15,52.34,152,34.6,0.37,845.95,577868
2026-05-11,Region_C,372.34,179.28,182.56,65,37.2,4.87,428.53,590273
2045-08-26,Region_A,411.98,44.84,86.73,353,5.0,3.04,29.58,463302
2027-12-17,Region_A,419.18,264.38,63.34,160,23.5,14.01,352.0,582128
2048-04-17,Region_A,261.86,187.33,148.26,213,-2.7,4.52,40.1,308455
2036-12-01,Region_B,432.84,263.36,174.97,237,17.2,7.48,59.08,440658
2041-01-19,Region_A,177.26,254.05,163.25,54,3.1,9.68,615.25,371031
2038-06-06,Region_C,111.32,27.46,155.86,183,27.2,12.24,897.88,151449
2032-01-22,Region_A,365.78,62.12,30.47,346,26.5,13.9,788.42,425017
2035-01-24,Region_A,287.46,261.29,122.49,499,35.0,12.19,780.95,704552
2023-02-24,Region_C,447.6,43.89,134.73,75,36.8,6.14,705.9,532399
2025-07-01,Region_D,431.68,62.06,24.29,6,17.3,1.98,987.84,46090
2029-11-02,Region_D,479.12,155.28,92.17,248,1.6,7.25,340.89,165258
2024-02-28,Region_A,105.61,81.12,198.58,376,25.1,10.91,836.42,927251
2048-09-14,Region_D,224.1,84.84,44.29,444,19.1,8.24,719.85,426264
2032-04-10,Region_B,110.16,279.0,183.52,59,39.6,13.72,839.06,189445
2045-09-21,Region_C,86.74,166.63,101.54,141,37.8,11.99,128.59,229130
2045-04-05,Region_D,277.62,15.78,163.47,295,32.8,2.16,582.42,401254
2025-06-02,Region_B,356.18,120.01,79.13,374,14.8,0.74,942.96,395402
2047-05-27,Region_B,352.69,192.07,66.03,307,12.3,3.7,531.65,497385
2039-03-08,Region_A,259.09,125.01,148.5,242,32.4,4.61,257.76,67674
2047-08-30,Region_C,172.88,216.73,59.1,309,7.7,11.7,309.64,833180
2037-10-13,Region_C,376.82,230.65,172.57,435,1.8,7.98,15.19,817521
2027-02-27,Region_B,159.01,208.53,43.55,181,-0.6,2.86,390.22,760630
2024-01-21,Region_D,403.63,90.16,187.01,65,31.7,6.4,784.88,520079
2042-03-30,Region_A,199.95,203.08,73.76,449,11.6,4.3,800.2,799626
2045-09-10,Region_D,365.83,281.64,65.82,431,20.7,10.61,661.85,927190
2040-02-05,Region_B,142.9,28.49,111.66,169,39.9,12.01,963.32,52470
2044-09-29,Region_C,113.26,126.32,175.17,203,-0.9,0.43,330.17,668931
2031-01-19,Region_B,207.01,109.58,93.11,85,21.4,9.03,946.58,564593
2024-02-11,Region_B,320.85,261.14,160.49,195,31.6,5.94,416.0,440675
2036-06-19,Region_D,238.1,133.11,58.05,189,15.0,9.97,524.01,465265
2033-06-20,Region_B,439.87,92.89,140.33,246,24.9,0.31,209.69,995730
2045-03-22,Region_D,385.21,265.84,108.61,437,32.2,8.3,955.48,67614
2033-04-23,Region_C,149.78,256.39,161.51,364,9.2,1.16,876.5,151728
2038-04-04,Region_A,88.99,116.9,88.33,4,-7.8,5.51,150.61,286597
2028-11-29,Region_A,435.86,59.88,85.49,114,-4.5,14.93,962.86,552067
2047-03-05,Region_A,183.5,278.74,118.16,101,25.0,7.64,737.54,926024
2042-09-04,Region_B,488.73,76.7,90.34,296,7.4,12.57,148.62,487456
2040-06-07,Region_D,99.02,278.04,197.96,73,37.9,14.14,374.44,930568
2039-03-15,Region_C,326.63,80.09,192.97,494,29.6,2.12,216.46,545899
2026-08-23,Region_D,78.22,231.31,88.89,439,36.4,1.69,773.73,970619
2042-04-11,Region_B,417.91,46.58,106.49,209,4.6,7.95,625.98,344795
2042-01-14,Region_D,77.94,295.3,70.16,72,29.6,4.45,701.27,980690
2024-11-18,Region_A,280.05,120.94,43.28,97,30.3,12.64,258.44,439330
2025-10-06,Region_C,191.05,280.38,141.14,89,9.5,0.19,286.37,350979
2041-09-20,Region_A,316.92,56.21,67.62,422,15.3,10.73,477.94,493568
2026-02-21,Region_D,151.4,229.39,21.64,66,6.3,10.5,617.25,939417
2035-10-14,Region_D,76.01,172.5,145.02,91,18.3,0.76,8.83,338055
2033-03-01,Region_A,401.17,106.01,36.0,245,7.8,10.34,740.46,111382
2033-10-23,Region_D,108.98,264.02,30.07,313,7.5,10.28,602.83,736445
2029-08-02,Region_B,261.29,213.17,30.55,288,-0.5,6.53,269.09,925542
2038-10-26,Region_D,475.3,207.04,51.66,319,30.3,12.34,8.44,278726
2041-04-09,Region_B,390.74,184.31,75.06,80,35.6,5.85,754.85,432915
2034-07-18,Region_A,129.91,22.04,63.35,462,11.1,2.51,171.03,130389
2035-07-04,Region_D,287.31,124.78,106.02,432,7.5,1.59,354.14,405007
2024-02-12,Region_D,452.57,235.73,66.72,482,15.5,11.33,457.91,476738
2032-11-09,Region_B,362.24,281.16,23.55,299,17.1,3.3,565.04,620845
2025-06-11,Region_A,90.05,187.69,23.8,284,-8.7,9.11,545.55,743803
2039-11-02,Region_C,475.6,12.88,100.09,242,16.2,5.78,989.28,608455
2034-11-02,Region_B,463.73,244.16,183.23,372,27.8,5.65,227.59,45315
2034-06-18,Region_C,132.69,148.4,37.8,117,18.9,7.04,135.97,329809
2033-01-08,Region_B,85.28,151.59,73.71,54,12.3,4.11,289.77,109372
2034-11-13,Region_C,105.16,200.99,126.56,280,35.5,1.8,321.32,905219
2037-10-02,Region_D,194.91,169.77,165.92,415,21.5,10.74,381.13,469077
2047-07-18,Region_C,338.59,248.3,98.83,342,-5.4,7.87,980.6,890926
2024-02-17,Region_A,193.58,36.58,124.73,343,38.9,13.83,878.74,286007
2036-08-18,Region_D,481.75,41.68,39.29,407,-1.6,7.03,773.85,67647
2036-01-06,Region_A,337.15,135.5,22.88,136,22.1,3.65,952.26,612639
2035-07-25,Region_C,232.55,87.94,55.26,164,0.3,2.57,418.54,780027
2041-09-16,Region_D,90.57,62.27,29.96,436,3.6,12.98,854.01,38180
2029-01-11,Region_B,212.68,74.36,150.22,485,29.1,12.45,38.41,351658
2037-06-17,Region_C,408.16,130.62,52.65,67,18.8,10.71,850.82,242942
2028-03-02,Region_C,217.21,163.92,158.31,0,24.5,0.89,478.29,857776
2023-08-16,Region_B,465.2,184.86,119.33,39,35.9,9.59,582.24,312707
2045-08-13,Region_D,366.48,240.67,43.15,399,-3.4,4.22,240.81,656626
2039-07-01,Region_D,280.07,231.81,41.81,44,38.8,7.57,948.33,76568
2027-10-25,Region_D,226.85,62.08,183.14,274,11.4,0.18,712.55,426545
2023-05-28,Region_C,406.81,31.2,147.48,353,23.2,4.1,712.61,947756
2042-07-15,Region_D,65.63,162.92,170.63,52,33.6,6.61,939.64,959778
2032-11-30,Region_A,174.56,50.48,135.55,252,-0.5,14.49,669.99,298183
2030-12-18,Region_B,384.2,137.82,167.7,294,25.4,10.56,154.67,145979
2047-11-13,Region_D,300.37,123.73,68.68,378,21.5,5.74,750.63,801222
2032-07-16,Region_A,132.31,197.94,162.11,103,29.2,5.53,793.6,818140
2033-05-03,Region_C,258.13,144.27,100.92,285,-9.3,10.23,309.24,497614
2035-08-06,Region_B,167.73,53.12,74.71,418,30.5,10.51,238.03,219729
2029-01-01,Region_D,465.49,246.82,116.16,479,6.4,13.07,419.47,839155
2046-12-28,Region_C,290.78,291.28,166.32,489,21.0,11.07,80.37,155519
2030-11-09,Region_D,282.83,273.14,114.09,393,25.7,6.31,847.04,456719
2030-02-27,Region_B,268.3,278.89,116.29,218,-8.3,4.5,837.81,824927
2025-11-17,Region_D,452.34,103.06,45.1,302,14.6,3.42,200.63,749377
2035-11-11,Region_B,469.4,192.84,117.64,93,27.9,4.72,322.01,995174
2030-07-05,Region_B,465.52,100.15,24.31,374,-9.0,13.83,579.68,32003
2046-11-15,Region_B,189.85,155.48,29.24,124,25.4,14.33,472.1,33029
2032-12-09,Region_A,472.18,245.59,180.98,55,17.0,12.76,351.93,382525
2044-05-07,Region_B,122.72,120.45,173.9,163,-3.6,3.21,352.44,141799
2036-12-01,Region_C,70.41,251.74,64.64,243,-7.6,8.39,215.41,399938
2031-03-01,Region_A,414.76,42.69,96.35,72,15.4,11.92,991.68,640835
2033-03-16,Region_D,230.02,174.5,27.62,452,39.1,14.64,151.78,474390
2041-05-05,Region_A,433.84,139.73,135.3,359,5.4,13.43,189.58,823439
2049-01-23,Region_C,420.75,131.46,191.08,345,29.9,13.18,34.86,223965
2028-10-19,Region_D,54.85,284.64,138.82,120,20.6,14.83,774.5,557698
2037-09-22,Region_B,320.22,67.68,173.38,203,-9.3,4.74,489.17,946073
2044-04-01,Region_C,248.87,59.68,164.28,300,29.3,14.17,736.89,872901
2039-08-18,Region_C,203.87,50.37,117.3,497,10.2,3.48,52.89,708320
2024-04-19,Region_D,474.16,172.2,159.1,282,7.9,14.16,404.59,599639
2042-02-25,Region_C,478.55,99.97,145.58,197,11.3,8.1,464.71,664415
2044-01-23,Region_D,102.47,153.11,109.57,248,11.2,1.45,221.11,606703
2048-02-21,Region_D,271.59,98.21,146.8,199,25.9,6.96,869.13,466596
2031-10-19,Region_C,352.88,76.4,44.6,34,38.2,12.1,788.57,183585
2037-08-07,Region_A,448.53,17.01,92.79,126,37.2,12.63,479.73,344950
2044-02-01,Region_D,430.58,277.04,162.08,127,16.6,12.16,564.77,921924
2044-11-07,Region_A,175.47,175.29,94.64,480,8.7,10.36,873.5,112353
2042-11-13,Region_B,128.17,173.16,75.74,285,11.6,13.17,273.8,646084
2023-02-20,Region_C,336.29,252.33,165.09,232,24.7,10.85,669.41,779120
2026-07-03,Region_C,63.55,55.66,108.71,338,17.9,12.66,310.75,758510
2042-02-24,Region_D,252.04,124.39,54.62,204,-0.5,3.91,200.13,864609
2040-07-05,Region_C,427.76,205.14,101.62,122,18.1,10.7,988.67,807756
2028-02-03,Region_D,188.56,259.32,146.36,131,35.1,0.08,479.75,55115
2043-01-04,Region_A,153.75,14.93,44.36,56,9.5,14.99,530.14,120732
2042-09-29,Region_C,364.06,136.84,195.75,253,20.6,7.06,271.67,488812
2037-03-13,Region_B,217.45,49.28,41.64,71,2.5,2.32,646.97,866567
2043-12-19,Region_C,307.0,281.56,154.42,404,3.7,11.35,702.43,145327
2038-08-31,Region_A,179.68,239.44,169.96,274,0.9,12.53,114.64,90662
2025-08-13,Region_B,90.92,93.8,127.53,88,17.1,0.57,626.03,573074
2043-04-23,Region_A,434.37,93.25,26.62,214,1.3,6.21,972.69,509854
2024-06-22,Region_D,187.79,167.58,109.36,475,-9.5,2.74,579.74,450912
2037-06-08,Region_D,368.29,14.21,28.31,26,13.5,7.27,989.27,626899
2024-10-23,Region_A,246.52,205.08,177.76,206,-1.6,2.06,672.8,794964
2043-10-01,Region_D,70.65,50.1,101.16,139,1.4,9.97,560.17,493125
2028-05-26,Region_A,99.89,143.04,191.16,119,-2.0,10.96,238.31,768639
2036-01-14,Region_C,102.87,247.76,158.71,292,4.2,9.13,876.96,480941
2036-09-30,Region_D,285.07,37.78,166.36,153,-5.8,13.12,95.31,383878
2031-03-29,Region_C,452.06,12.66,173.57,388,37.1,3.93,283.5,89370
2028-04-30,Region_D,429.35,191.91,115.91,341,4.3,9.58,496.53,827490
2046-12-13,Region_B,207.4,296.44,199.15,393,35.7,11.76,785.4,521298
2043-08-09,Region_A,173.92,61.63,40.12,186,12.8,14.31,792.87,311542
2034-10-14,Region_C,447.82,248.69,96.54,270,-9.4,9.38,514.72,89037
2032-08-24,Region_D,269.39,111.23,83.11,74,30.3,5.83,15.63,637710
2037-02-01,Region_D,134.03,285.67,120.51,128,3.7,4.95,68.43,976659
2033-11-02,Region_B,484.41,192.12,20.24,102,11.0,10.7,999.42,709209
2026-08-12,Region_C,448.79,290.46,46.15,18,8.0,10.29,722.76,678055
2023-05-11,Region_A,396.45,143.71,132.22,22,-5.7,5.73,449.67,591151
2045-06-30,Region_D,106.05,95.99,86.15,153,23.3,6.62,343.81,459220
2029-09-05,Region_A,150.69,144.67,86.29,203,30.1,2.11,320.93,917538
2036-05-21,Region_C,96.16,209.45,28.1,36,35.3,0.54,951.97,92392
2028-01-04,Region_B,71.62,21.68,103.68,160,33.3,7.71,24.7,736076
2045-09-21,Region_B,57.68,140.12,141.95,122,28.9,12.7,628.14,888122
2032-07-15,Region_D,403.67,34.88,117.64,343,33.4,9.61,935.28,857301
2026-11-09,Region_C,405.09,181.15,42.72,139,-3.7,2.82,565.1,299015
2034-10-21,Region_C,117.2,75.77,41.01,364,0.8,12.01,434.0,483636
2036-04-28,Region_D,179.8,67.64,101.75,1,20.4,3.96,918.55,243974
2035-07-29,Region_C,68.44,247.37,57.02,447,-9.0,8.35,929.87,65324
2041-08-06,Region_B,295.02,288.26,79.86,154,-3.7,13.26,634.81,717289
2042-05-03,Region_D,163.2,222.77,162.77,261,4.8,9.14,740.65,220818
2026-04-15,Region_B,303.52,104.05,66.19,303,24.5,6.37,936.0,984583
